symbol,order_id,comb_offset,direction,order_type,price,fee,commission,stamp,transfer,cost,hold_vol_id,status,amount,create_time,min_volume
SH603861,9371,0,1,5,23.05,6.0,5.0,0.0,1.0,2305.36,0,3,1,20170614,100
SZ002194,11175,0,1,5,11.51,5.0,5.0,0.0,0.0,1150.94,0,3,1,20170927,100
SZ000797,11176,0,1,5,12.11,5.0,5.0,0.0,0.0,1211.18,0,3,1,20170927,100
SZ002264,11177,0,1,5,8.92,5.0,5.0,0.0,0.0,892.0,0,3,1,20170927,100
SZ002869,11178,0,1,5,41.48,6.22,6.22,0.0,0.0,4147.68,0,3,1,20170927,100
SH603136,11179,0,1,5,27.65,6.0,5.0,0.0,1.0,2764.77,0,3,1,20170927,100
SH603602,11180,0,1,5,60.9,10.13,9.13,0.0,1.0,6089.92,0,3,1,20170927,100
SZ300597,11181,0,1,5,21.35,5.0,5.0,0.0,0.0,2134.87,0,3,1,20170927,100
SZ300312,11182,0,1,5,14.18,5.0,5.0,0.0,0.0,1417.76,0,3,1,20170927,100
SH600000,11183,0,1,5,12.86,6.0,5.0,0.0,1.0,1285.69,0,3,1,20170927,100
SH600222,11185,0,1,5,6.32,6.0,5.0,0.0,1.0,631.95,0,3,1,20170927,100
SZ200418,11186,1,-1,5,34.09,8.52,5.11,3.41,0.0,3409.49,10849,3,1,20170928,100
SZ300631,11187,1,-1,5,35.47,8.87,5.32,3.55,0.0,3546.63,11045,3,1,20170928,100
SZ000792,11188,1,-1,5,19.39,6.94,5.0,1.94,0.0,1938.87,11046,3,1,20170928,100
SZ300593,11189,1,-1,5,29.93,7.99,5.0,2.99,0.0,2993.07,11047,3,1,20170928,100
SZ300527,11190,1,-1,5,22.36,7.24,5.0,2.24,0.0,2236.19,11050,3,1,20170928,100
SZ300527,11191,1,-1,5,20.46,7.05,5.0,2.05,0.0,2046.32,11050,3,1,20170928,100
SZ300706,11192,1,-1,5,16.75,6.67,5.0,1.67,0.0,1674.8,11051,3,1,20170928,100
SZ300629,11193,1,-1,5,63.69,15.92,9.55,6.37,0.0,6368.82,11052,3,1,20170928,100
SZ300701,11194,1,-1,5,42.99,10.75,6.45,4.3,0.0,4299.36,11053,3,1,20170928,100
SZ002898,11195,1,-1,5,32.13,8.21,5.0,3.21,0.0,3212.95,11054,3,1,20170928,100
