symbol,trader_id,order_id,direction,price,comb_offset,cost,fee,commission,stamp,transfer,daily_profit,settle_price,amount,min_volume,create_time
SZ300063,8361,8463,1,21.52,0,2152.1,5.0,5.0,0.0,0.0,11.9,21.69,1,100,20170427
SZ000885,8392,8494,1,19.44,0,1944.03,5.0,5.0,0.0,0.0,-20.03,19.29,1,100,20170428
SH600578,8912,9012,1,4.18,0,417.77,6.0,5.0,0.0,1.0,11.23,4.35,1,100,20170524
SH600976,9044,9144,1,25.12,0,2511.85,6.0,5.0,0.0,1.0,86.15,26.04,1,100,20170602
SH600293,9049,9149,1,13.16,0,1315.78,6.0,5.0,0.0,1.0,41.22,13.63,1,100,20170602
SZ000912,9082,9182,1,7.2,0,720.29,5.0,5.0,0.0,0.0,-8.29,7.17,1,100,20170605
SZ300073,9095,9195,1,18.75,0,1874.5,5.0,5.0,0.0,0.0,32.5,19.12,1,100,20170606
SZ300647,9101,9201,1,29.31,0,2931.03,5.0,5.0,0.0,0.0,93.97,30.3,1,100,20170606
SZ002197,9123,9223,1,12.74,0,1273.55,5.0,5.0,0.0,0.0,11.45,12.9,1,100,20170607
SZ002806,9124,9224,1,23.8,0,2380.4,5.0,5.0,0.0,0.0,70.6,24.56,1,100,20170607
SZ300656,9125,9225,1,54.25,0,5425.31,8.14,8.14,0.0,0.0,49.55,54.83,1,100,20170607
SZ000670,9126,9226,1,5.31,0,531.47,5.0,5.0,0.0,0.0,-1.47,5.35,1,100,20170607
SH600976,9127,9227,1,25.9,0,2590.22,6.0,5.0,0.0,1.0,7.78,26.04,1,100,20170607
SZ300661,9128,9228,1,47.23,0,4723.0,7.08,7.08,0.0,0.0,-7.08,47.23,1,100,20170607
SZ002836,9129,9229,1,42.47,0,4246.56,6.37,6.37,0.0,0.0,45.07,42.98,1,100,20170607
SZ300155,9130,9230,1,9.07,0,907.21,5.0,5.0,0.0,0.0,26.79,9.39,1,100,20170607
SZ300537,9131,9231,1,22.81,0,2280.98,5.0,5.0,0.0,0.0,24.02,23.1,1,100,20170607
SZ002878,9132,9232,1,22.94,0,2294.0,5.0,5.0,0.0,0.0,-5.0,22.94,1,100,20170607
SZ002805,9133,9233,1,32.21,0,3221.31,5.0,5.0,0.0,0.0,109.69,33.36,1,100,20170607
