symbol,trader_id,order_id,direction,price,comb_offset,cost,fee,commission,stamp,transfer,daily_profit,settle_price,amount,min_volume,create_time
SZ300474,2954,2997,1,28.75,0,2875.0,5.0,5.0,0.0,0.0,-5.0,28.75,1,100,20160407
SH600714,2955,2998,1,13.71,0,1371.44,6.0,5.0,0.0,1.0,-11.44,13.66,1,100,20160407
SZ300024,2956,2999,1,64.24,0,6423.67,9.64,9.64,0.0,0.0,-83.31,63.5,1,100,20160407
SZ002547,2957,3000,1,10.89,0,1089.42,5.0,5.0,0.0,0.0,-23.42,10.71,1,100,20160407
SZ000861,2958,3001,1,6.58,0,658.1,5.0,5.0,0.0,0.0,-16.1,6.47,1,100,20160407
SZ000909,2959,3002,1,23.95,0,2395.36,5.0,5.0,0.0,0.0,9.64,24.1,1,100,20160407
SH600573,2960,3003,1,15.99,0,1598.71,6.0,5.0,0.0,1.0,-26.71,15.78,1,100,20160407
SH600629,2961,3004,1,20.62,0,2061.91,6.0,5.0,0.0,1.0,-23.91,20.44,1,100,20160407
SZ002453,2962,3005,1,10.24,0,1023.97,5.0,5.0,0.0,0.0,-11.97,10.17,1,100,20160407
SZ000548,2963,3006,1,9.68,0,967.54,5.0,5.0,0.0,0.0,6.46,9.79,1,100,20160407
SZ300324,2964,3007,1,25.51,0,2551.29,5.0,5.0,0.0,0.0,-54.29,25.02,1,100,20160407
SZ000905,2965,3008,1,11.14,0,1114.01,5.0,5.0,0.0,0.0,-19.01,11.0,1,100,20160407
SZ002792,2966,3009,1,64.37,0,6437.0,9.66,9.66,0.0,0.0,-9.66,64.37,1,100,20160407
SZ002740,2967,3010,1,70.99,0,7098.69,10.65,10.65,0.0,0.0,270.66,73.8,1,100,20160407
SZ300023,2968,3011,1,34.75,0,3474.55,5.21,5.21,0.0,0.0,-131.76,33.48,1,100,20160407
SZ300503,2969,3012,1,38.32,0,3832.2,5.75,5.75,0.0,0.0,-62.95,37.75,1,100,20160407
SZ300160,2970,3013,1,50.68,0,5068.42,7.6,7.6,0.0,0.0,23.98,51.0,1,100,20160407
SZ002634,2971,3014,1,59.6,0,5960.1,8.94,8.94,0.0,0.0,-139.04,58.3,1,100,20160407
SZ000567,2972,3015,1,36.2,0,3619.78,5.43,5.43,0.0,0.0,-235.21,33.9,1,100,20160407
SH603028,2973,3016,1,8.97,0,897.0,6.0,5.0,0.0,1.0,-6.0,8.97,1,100,20160407
SH600755,2974,3017,1,7.6,0,760.28,6.0,5.0,0.0,1.0,-25.28,7.41,1,100,20160407
SZ300506,2975,3018,1,29.16,0,2916.0,5.0,5.0,0.0,0.0,-5.0,29.16,1,100,20160407
SZ002789,2976,3019,-1,58.04,1,5804.18,14.51,8.71,5.8,0.0,0.0,0.0,1,100,20160407
SH600249,2977,3020,-1,7.93,1,792.67,6.79,5.0,0.79,1.0,0.0,0.0,1,100,20160407
SH600462,2978,3021,-1,8.89,1,888.65,6.89,5.0,0.89,1.0,0.0,0.0,1,100,20160407
SZ300162,2979,3022,-1,26.93,1,2693.16,7.69,5.0,2.69,0.0,0.0,0.0,1,100,20160407
SZ000839,2980,3023,-1,21.54,1,2153.75,7.15,5.0,2.15,0.0,0.0,0.0,1,100,20160407
SZ002066,2981,3024,-1,16.75,1,1674.91,6.67,5.0,1.67,0.0,0.0,0.0,1,100,20160407
SZ000657,2982,3025,-1,18.79,1,1878.92,6.88,5.0,1.88,0.0,0.0,0.0,1,100,20160407
SZ000657,2983,3026,-1,18.79,1,1878.92,6.88,5.0,1.88,0.0,0.0,0.0,1,100,20160407
SZ002027,2984,3027,-1,34.07,1,3407.25,8.52,5.11,3.41,0.0,0.0,0.0,1,100,20160407
SZ000663,2985,3028,-1,13.83,1,1383.11,6.38,5.0,1.38,0.0,0.0,0.0,1,100,20160407
SZ002416,2986,3029,-1,20.98,1,2097.72,7.1,5.0,2.1,0.0,0.0,0.0,1,100,20160407
SZ000533,2987,3030,-1,9.96,1,996.01,6.0,5.0,1.0,0.0,0.0,0.0,1,100,20160407
SZ300500,2988,3031,-1,72.68,1,7268.38,18.17,10.9,7.27,0.0,0.0,0.0,1,100,20160407
SH600759,2989,3032,-1,9.28,1,928.14,6.93,5.0,0.93,1.0,0.0,0.0,1,100,20160407
SZ002287,2990,3033,-1,40.71,1,4071.05,10.18,6.11,4.07,0.0,0.0,0.0,1,100,20160407
SZ002276,2991,3034,-1,22.96,1,2295.82,7.3,5.0,2.3,0.0,0.0,0.0,1,100,20160407
SZ000909,2992,3035,-1,23.95,1,2395.36,7.4,5.0,2.4,0.0,0.0,0.0,1,100,20160407
SZ002772,2993,3036,-1,60.56,1,6055.73,15.14,9.08,6.06,0.0,0.0,0.0,1,100,20160407
SZ002642,2994,3037,-1,40.29,1,4028.92,10.07,6.04,4.03,0.0,0.0,0.0,1,100,20160407
SH603366,2995,3038,-1,9.03,1,903.26,6.9,5.0,0.9,1.0,0.0,0.0,1,100,20160407
SZ300501,2996,3039,-1,95.69,1,9569.21,23.92,14.35,9.57,0.0,0.0,0.0,1,100,20160407
